t_sec,x1_load,x2_load,x3_load,x4_load,x5_load,x6_diff,y_lower_t-1,y_upper_t-1,y_lower_t-2,y_upper_t-2,y_lower_t-3,y_upper_t-3,dt_current,dt_prev,dt_prev2,y_lower,y_upper,C组推进压力,E组推进压力
66300.0,1.663773,2.118056,2.225116,1.811342,1.3784,119.86397,1614.906,1589.637,1540.687,1516.199,1467.641,1443.055,120.0,60.0,60.0,1733.266,1708.582,169.7627,49.89873
66360.0,1.518736,1.914063,2.1148,1.775897,1.363209,116.69559,1733.266,1708.582,1614.906,1589.637,1540.687,1516.199,60.0,120.0,60.0,1808.461,1783.484,165.7986,49.10301
66420.0,1.595775,1.854384,2.029803,1.705367,1.300998,108.05842,1808.461,1783.484,1733.266,1708.582,1614.906,1589.637,60.0,60.0,120.0,1883.949,1858.875,157.6678,49.60938
66480.0,1.512948,1.916594,2.144459,1.762153,1.266276,110.34438,1883.949,1858.875,1808.461,1783.484,1733.266,1708.582,60.0,60.0,60.0,1959.73,1933.582,160.1997,49.85532
66540.0,1.467014,1.838469,2.015336,1.693432,1.319806,108.75291,1959.73,1933.582,1883.949,1858.875,1808.461,1783.484,60.0,60.0,60.0,2034.535,2008.582,161.7911,53.03819
72720.0,1.576244,1.972656,2.140119,1.657624,1.178385,112.57231,759.7305,694.9102,685.4141,620.3984,610.9023,547.5469,60.0,60.0,60.0,833.8516,770.2031,177.5752,65.00289
72780.0,1.542245,1.920573,1.995081,1.778429,1.265191,107.37845000000002,833.8516,770.2031,759.7305,694.9102,685.4141,620.3984,60.0,60.0,60.0,908.8516,845.6915,172.092,64.71355
72840.0,1.806279,2.292752,2.313368,1.865234,1.376953,85.60475000000001,908.8516,845.6915,833.8516,770.2031,759.7305,694.9102,60.0,60.0,60.0,954.457,893.8359,157.1904,71.58565
72900.0,1.714771,2.072483,2.184245,1.948423,1.445313,124.20433000000001,954.457,893.8359,908.8516,845.6915,833.8516,770.2031,60.0,60.0,60.0,1029.164,966.7852,193.0122,68.80787
72960.0,1.745515,2.090567,2.173033,1.84498,1.335359,110.37324,1029.164,966.7852,954.457,893.8359,908.8516,845.6915,60.0,60.0,60.0,1103.969,1042.664,179.456,69.08276
73020.0,1.605179,1.927083,2.044633,1.901765,1.363209,109.46184,1103.969,1042.664,1029.164,966.7852,954.457,893.8359,60.0,60.0,60.0,1178.773,1117.957,178.7182,69.25636
73080.0,1.756366,2.211371,2.235966,1.82364,1.329933,110.83623,1178.773,1117.957,1103.969,1042.664,1029.164,966.7852,60.0,60.0,60.0,1253.773,1193.152,180.136,69.29977
73140.0,1.841363,2.21535,2.299624,1.955657,1.582755,72.81541999999999,1253.773,1193.152,1178.773,1117.957,1103.969,1042.664,60.0,60.0,60.0,1304.75,1246.375,146.9329,74.11748
73200.0,1.715495,2.192925,2.222584,1.878255,1.360315,122.82987999999999,1304.75,1246.375,1253.773,1193.152,1178.773,1117.957,60.0,60.0,60.0,1378.188,1318.055,186.1256,63.29572
73260.0,1.526693,1.808811,1.937934,1.694155,1.349465,100.15914,1378.188,1318.055,1304.75,1246.375,1253.773,1193.152,60.0,60.0,60.0,1453.285,1393.934,163.6574,63.49826
73380.0,1.741898,2.013889,1.90502,1.859447,1.490162,98.74131000000001,1453.285,1393.934,1378.188,1318.055,1304.75,1246.375,120.0,60.0,60.0,1501.234,1443.348,165.842,67.10069
73440.0,1.584201,1.928168,2.154948,1.827257,1.408058,124.58042999999998,1501.234,1443.348,1453.285,1393.934,1378.188,1318.055,60.0,120.0,60.0,1576.723,1516.59,179.3258,54.74537
73560.0,1.602648,1.9864,2.217882,1.836299,1.413845,138.49827,1576.723,1516.59,1501.234,1443.348,1453.285,1393.934,120.0,60.0,120.0,1699.77,1638.953,190.4514,51.95313
73620.0,1.451461,1.775897,1.994358,1.692708,1.287977,123.19154,1699.77,1638.953,1576.723,1516.59,1501.234,1443.348,60.0,120.0,60.0,1774.867,1714.93,175.1736,51.98206
73680.0,1.502098,1.867405,2.048973,1.6739,1.244936,116.44961999999998,1774.867,1714.93,1699.77,1638.953,1576.723,1516.59,60.0,60.0,120.0,1850.648,1790.711,168.2436,51.79398
73740.0,1.421441,1.729601,1.886936,1.669922,1.244936,110.50344999999999,1850.648,1790.711,1774.867,1714.93,1699.77,1638.953,60.0,60.0,60.0,1926.332,1866.688,161.2847,50.78125
73800.0,1.673539,2.064887,2.29022,1.83015,1.402271,126.09955,1926.332,1866.688,1850.648,1790.711,1774.867,1714.93,60.0,60.0,60.0,1986.0,1925.867,171.1661,45.06655
73860.0,1.559607,1.898148,2.115162,1.795067,1.372613,138.77316000000002,1986.0,1925.867,1926.332,1866.688,1850.648,1790.711,60.0,60.0,60.0,2055.336,1994.813,190.4514,51.67824
79200.0,1.573351,2.061994,2.277922,1.761791,1.299552,133.65167000000002,760.6093,727.332,645.3749,611.6094,572.9141,541.9805,60.0,120.0,60.0,835.9999,803.2109,193.4173,59.76563
79260.0,1.609881,1.990379,2.08695,1.698495,1.246745,135.34432999999999,835.9999,803.2109,760.6093,727.332,645.3749,611.6094,60.0,60.0,120.0,911.1953,878.9922,194.7772,59.43287
79320.0,1.665582,2.044271,2.264178,1.841725,1.412037,118.46062,911.1953,878.9922,835.9999,803.2109,760.6093,727.332,60.0,60.0,60.0,957.9727,927.1367,179.5428,61.08218
79380.0,1.627604,2.01208,2.079355,1.626158,1.236979,132.68233,957.9727,927.1367,911.1953,878.9922,835.9999,803.2109,60.0,60.0,60.0,1033.266,1002.137,189.4387,56.75637
79440.0,1.462312,1.854022,2.010634,1.672815,1.261212,118.02660000000002,1033.266,1002.137,957.9727,927.1367,911.1953,878.9922,60.0,60.0,60.0,1109.047,1078.797,175.217,57.1904
79500.0,1.474971,1.908637,1.970486,1.456163,1.096643,103.64587,1109.047,1078.797,1033.266,1002.137,957.9727,927.1367,60.0,60.0,60.0,1184.633,1155.75,159.7946,56.14873
79560.0,1.519097,1.85149,1.939381,1.721643,1.249277,116.14580999999998,1184.633,1155.75,1109.047,1078.797,1033.266,1002.137,60.0,60.0,60.0,1260.414,1231.434,173.7847,57.63889
79620.0,1.75094,2.135417,2.297454,1.79579,1.366102,121.22396999999998,1260.414,1231.434,1184.633,1155.75,1109.047,1078.797,60.0,60.0,60.0,1306.215,1278.016,181.033,59.80903
79680.0,1.670284,2.009187,2.108652,1.923466,1.447483,150.65106,1306.215,1278.016,1260.414,1231.434,1184.633,1155.75,60.0,60.0,60.0,1381.996,1351.551,210.055,59.40394
80100.0,1.614222,1.966146,1.971933,1.795067,1.424335,105.3819,1612.66,1583.973,1537.172,1507.703,1462.758,1433.973,60.0,60.0,60.0,1657.875,1630.652,166.3194,60.9375
80160.0,1.448206,1.776259,1.990741,1.861617,1.433377,149.81187,1657.875,1630.652,1612.66,1583.973,1537.172,1507.703,60.0,60.0,60.0,1732.191,1702.43,204.4415,54.62963
80220.0,1.56684,1.860171,2.067781,1.745877,1.336444,145.45721,1732.191,1702.43,1657.875,1630.652,1612.66,1583.973,60.0,60.0,60.0,1807.289,1777.82,200.0145,54.55729
80280.0,1.573351,1.935402,2.118056,1.883681,1.329933,143.41727999999998,1807.289,1777.82,1732.191,1702.43,1657.875,1630.652,60.0,60.0,60.0,1882.875,1853.016,198.3652,54.94792
80340.0,1.636646,1.65871,1.725622,1.810619,1.496311,140.79860000000002,1882.875,1853.016,1807.289,1777.82,1732.191,1702.43,60.0,60.0,60.0,1957.875,1928.113,194.9942,54.1956
86400.0,1.694878,2.048611,2.175926,1.764323,1.306062,146.23837,649.6719,633.0938,587.1719,571.9609,540.4922,530.6523,60.0,60.0,60.0,719.7891,702.918,214.3518,68.11343
86460.0,1.715495,2.086227,2.116247,1.788918,1.438802,133.83973000000003,719.7891,702.918,649.6719,633.0938,587.1719,571.9609,60.0,60.0,60.0,792.7383,776.8438,198.9439,65.10417
86520.0,1.597584,2.184607,2.1875,1.786748,1.320891,115.17647000000001,792.7383,776.8438,719.7891,702.918,649.6719,633.0938,60.0,60.0,60.0,866.957,852.332,179.2245,64.04803
86640.0,1.689091,2.041739,2.220052,1.860894,1.400463,125.21700000000001,866.957,852.332,792.7383,776.8438,719.7891,702.918,120.0,60.0,60.0,988.0508,975.0859,183.6082,58.3912
86700.0,1.592882,1.984954,2.055121,1.666667,1.246021,112.55787999999998,988.0508,975.0859,866.957,852.332,792.7383,776.8438,60.0,120.0,60.0,1062.855,1050.574,170.6308,58.07292
86760.0,1.724899,2.053675,2.193287,1.964699,1.494141,150.88257000000002,1062.855,1050.574,988.0508,975.0859,866.957,852.332,60.0,60.0,120.0,1138.734,1124.891,206.496,55.61343
86820.0,1.65871,2.030165,2.132885,1.631583,1.184896,110.79287,1138.734,1124.891,1062.855,1050.574,988.0508,975.0859,60.0,60.0,60.0,1168.129,1155.262,166.5365,55.74363
86880.0,1.674262,1.965061,2.078631,1.910084,1.366102,124.66722999999999,1168.129,1155.262,1138.734,1124.891,1062.855,1050.574,60.0,60.0,60.0,1205.922,1192.859,181.5538,56.88657
88920.0,1.470992,1.819661,2.034867,1.751664,1.313296,141.42068,1466.664,1450.672,1394.008,1377.625,1332.875,1317.273,60.0,60.0,60.0,1540.199,1524.109,195.8333,54.41262
89040.0,1.410229,1.794705,1.982422,1.681134,1.249277,116.04452999999998,1540.199,1524.109,1466.664,1450.672,1394.008,1377.625,120.0,60.0,60.0,1658.266,1644.422,170.2112,54.16667
89100.0,1.558521,1.926722,2.096716,1.66522,1.287616,118.22917000000001,1658.266,1644.422,1540.199,1524.109,1466.664,1450.672,60.0,120.0,60.0,1733.949,1719.52,172.8588,54.62963
89160.0,1.46195,1.860533,2.018591,1.681496,1.290871,120.32692999999998,1733.949,1719.52,1658.266,1644.422,1540.199,1524.109,60.0,60.0,120.0,1809.145,1794.91,174.4936,54.16667
89220.0,1.56901,1.984954,2.181713,1.735026,1.324146,120.38481000000002,1809.145,1794.91,1733.949,1719.52,1658.266,1644.422,60.0,60.0,60.0,1884.633,1870.203,174.537,54.15219
89340.0,1.651114,2.065249,2.262732,1.747685,1.348018,121.52780000000001,1884.633,1870.203,1809.145,1794.91,1733.949,1719.52,120.0,60.0,60.0,2006.215,1992.664,176.794,55.2662
93360.0,1.63954,1.99906,2.079716,1.69307,1.237702,95.90565999999998,741.957,698.0352,666.3711,622.3516,591.7617,548.7188,60.0,60.0,60.0,813.2461,771.8633,159.9971,64.09144
93420.0,1.578053,1.880064,1.922381,1.467737,1.232639,93.47506999999999,813.2461,771.8633,741.957,698.0352,666.3711,622.3516,60.0,60.0,60.0,883.4609,842.5664,154.89,61.41493
93480.0,1.608073,2.087674,2.178458,1.787109,1.3057,84.41834999999999,883.4609,842.5664,813.2461,771.8633,741.957,698.0352,60.0,60.0,60.0,925.8438,886.9023,149.754,65.33565
93540.0,1.655454,1.916956,2.119864,1.674986,1.283275,128.4577,925.8438,886.9023,883.4609,842.5664,813.2461,771.8633,60.0,60.0,60.0,997.5234,956.7265,182.5665,54.1088
93600.0,1.537543,2.060547,2.101056,1.813874,1.276042,120.80444,997.5234,956.7265,925.8438,886.9023,883.4609,842.5664,60.0,60.0,60.0,1070.082,1028.895,174.8843,54.07986
93660.0,1.664858,1.956742,2.132523,1.836661,1.425058,137.41317999999998,1070.082,1028.895,997.5234,956.7265,925.8438,886.9023,60.0,60.0,60.0,1142.348,1100.672,192.3611,54.94792
93720.0,1.640987,1.943721,2.074653,1.77228,1.295935,129.86112,1142.348,1100.672,1070.082,1028.895,997.5234,956.7265,60.0,60.0,60.0,1214.613,1172.547,183.6661,53.80498
93840.0,1.664497,2.007017,2.160012,1.812066,1.32921,134.56303,1214.613,1172.547,1142.348,1100.672,1070.082,1028.895,120.0,60.0,60.0,1331.215,1289.246,190.3356,55.77257
93900.0,1.705367,2.080078,2.293475,1.828342,1.430483,149.76847,1331.215,1289.246,1214.613,1172.547,1142.348,1100.672,60.0,120.0,60.0,1406.605,1363.758,204.9768,55.20833
94500.0,1.741898,1.980252,2.063079,1.838831,1.466652,161.40046999999998,1626.625,1583.484,1584.145,1539.539,1508.852,1464.344,60.0,60.0,60.0,1701.332,1656.141,206.6985,45.29803
94560.0,1.478588,1.804832,1.984954,1.747323,1.230469,123.5243,1701.332,1656.141,1626.625,1583.484,1584.145,1539.539,60.0,60.0,60.0,1776.137,1731.922,168.9236,45.3993
94620.0,1.61603,1.908999,1.95638,1.761068,1.317636,134.38943999999998,1776.137,1731.922,1701.332,1656.141,1626.625,1583.484,60.0,60.0,60.0,1847.914,1803.992,180.7002,46.31076
94680.0,1.618562,2.004485,2.203053,1.880064,1.340784,125.10131000000001,1847.914,1803.992,1776.137,1731.922,1701.332,1656.141,60.0,60.0,60.0,1920.766,1876.746,170.7321,45.63079
94800.0,1.560692,1.91985,2.158926,1.832682,1.379485,140.98672,1920.766,1876.746,1847.914,1803.992,1776.137,1731.922,120.0,60.0,60.0,2040.688,1996.18,187.4711,46.48438
104940.0,1.603733,1.968678,2.150608,1.816406,1.363932,149.30558,639.125,630.2617,586.3906,578.0156,539.125,536.4141,60.0,60.0,60.0,698.793,690.1251,206.2645,56.95892
105000.0,1.657986,2.066334,2.202329,1.833767,1.436994,149.62385,698.793,690.1251,639.125,630.2617,586.3906,578.0156,60.0,60.0,60.0,761.6836,753.0156,206.6985,57.07465
105060.0,1.531756,1.862702,1.987486,1.856192,1.405165,148.42306000000002,761.6836,753.0156,698.793,690.1251,639.125,630.2617,60.0,60.0,60.0,827.2109,818.4453,205.7726,57.34954
105120.0,1.65871,2.098163,2.155671,1.902488,1.455802,126.46123000000001,827.2109,818.4453,761.6836,753.0156,698.793,690.1251,60.0,60.0,60.0,890.9805,883.582,193.1279,66.66667
105240.0,1.668475,2.099248,2.314815,1.757089,1.38708,136.02435,890.9805,883.582,827.2109,818.4453,761.6836,753.0156,120.0,60.0,60.0,975.4532,969.2266,195.1968,59.17245
105300.0,1.543692,1.939381,2.231988,1.81713,1.344401,136.54513,975.4532,969.2266,890.9805,883.582,827.2109,818.4453,60.0,120.0,60.0,1039.613,1033.484,194.9074,58.36227
105360.0,1.592882,1.911892,2.174479,1.680411,1.318721,138.75868,1039.613,1033.484,975.4532,969.2266,890.9805,883.582,60.0,60.0,120.0,1106.117,1099.793,195.2691,56.51042
105420.0,1.512948,1.89634,2.177734,1.748409,1.366826,140.49475999999999,1106.117,1099.793,1039.613,1033.484,975.4532,969.2266,60.0,60.0,60.0,1174.965,1168.836,196.3252,55.83044
105480.0,1.697049,2.138672,2.394748,1.810981,1.389251,146.00694,1174.965,1168.836,1106.117,1099.793,1039.613,1033.484,60.0,60.0,60.0,1242.738,1235.926,195.4427,49.43576
105540.0,1.74443,2.18099,2.454427,1.982784,1.644604,135.54692,1242.738,1235.926,1174.965,1168.836,1106.117,1099.793,60.0,60.0,60.0,1283.852,1277.527,182.0747,46.52778
105600.0,1.716218,2.085504,2.351707,1.994719,1.452185,150.0434,1283.852,1277.527,1242.738,1235.926,1174.965,1168.836,60.0,60.0,60.0,1346.547,1340.906,197.9022,47.8588
105660.0,1.676794,1.653646,1.863788,1.824363,1.467014,140.4658,1346.547,1340.906,1283.852,1277.527,1242.738,1235.926,60.0,60.0,60.0,1412.855,1407.313,187.254,46.7882
105720.0,1.654731,2.089482,2.283348,1.997251,1.419633,153.54458,1412.855,1407.313,1346.547,1340.906,1283.852,1277.527,60.0,60.0,60.0,1477.309,1471.18,202.8212,49.27662
105780.0,1.714048,1.76577,2.010634,1.82147,1.465205,142.25987,1477.309,1471.18,1412.855,1407.313,1346.547,1340.906,60.0,60.0,60.0,1538.246,1532.41,196.8461,54.58623
105840.0,1.591073,2.061632,2.291305,2.06127,1.383825,142.18754,1538.246,1532.41,1477.309,1471.18,1412.855,1407.313,60.0,60.0,60.0,1600.941,1595.496,197.8299,55.64236
105960.0,1.861256,2.159288,2.300347,1.884404,1.526331,137.52892,1600.941,1595.496,1538.246,1532.41,1477.309,1471.18,120.0,60.0,60.0,1661.391,1657.898,198.7413,61.21238
106020.0,1.720197,2.009549,2.033058,1.918764,1.451823,145.25466999999998,1661.391,1657.898,1600.941,1595.496,1538.246,1532.41,60.0,120.0,60.0,1719.984,1715.906,201.4902,56.23553
106080.0,1.728516,2.025463,2.134332,1.787109,1.32487,149.95657,1719.984,1715.906,1661.391,1657.898,1600.941,1595.496,60.0,60.0,120.0,1786.195,1781.824,202.0399,52.08333
106140.0,1.747323,1.927083,2.018229,1.892361,1.487992,157.6244,1786.195,1781.824,1719.984,1715.906,1661.391,1657.898,60.0,60.0,60.0,1854.262,1849.402,209.2303,51.6059
106200.0,1.69524,1.965784,2.142651,1.796875,1.392867,164.91613999999998,1854.262,1849.402,1786.195,1781.824,1719.984,1715.906,60.0,60.0,60.0,1922.23,1917.078,212.8328,47.91666
106260.0,1.633391,1.906467,2.039207,1.691262,1.444951,165.55262,1922.23,1917.078,1854.262,1849.402,1786.195,1781.824,60.0,60.0,60.0,1990.785,1985.242,213.1076,47.55498
106320.0,1.704644,2.161097,2.241392,1.920573,1.496673,168.48957000000001,1990.785,1985.242,1922.23,1917.078,1854.262,1849.402,60.0,60.0,60.0,2029.262,2023.816,217.9832,49.49363
112860.0,1.591073,1.965784,2.031612,1.706091,1.300637,168.8079,668.9102,632.1172,607.582,572.0586,554.75,523.9141,60.0,60.0,60.0,734.9258,697.5469,215.1042,46.2963
112920.0,1.600477,1.999783,2.05476,1.660156,1.233724,162.10935,734.9258,697.5469,668.9102,632.1172,607.582,572.0586,60.0,60.0,60.0,800.8438,763.2695,209.1869,47.07755
112980.0,1.567925,1.881872,2.037037,1.718027,1.300637,162.51446,800.8438,763.2695,734.9258,697.5469,668.9102,632.1172,60.0,60.0,60.0,868.8125,831.043,208.3478,45.83334
113040.0,1.547309,1.89851,1.971571,1.660156,1.210576,157.3351,868.8125,831.043,800.8438,763.2695,734.9258,697.5469,60.0,60.0,60.0,935.707,898.4258,204.7888,47.4537
113100.0,1.591435,1.921296,2.000868,1.84281,1.370443,153.58793,935.707,898.4258,868.8125,831.043,800.8438,763.2695,60.0,60.0,60.0,970.668,934.6563,201.0995,47.51157
113160.0,1.525969,1.883319,2.022931,1.672815,1.234086,148.56772,970.668,934.6563,935.707,898.4258,868.8125,831.043,60.0,60.0,60.0,1038.539,1002.82,194.5602,45.99248
113220.0,1.576606,1.930339,2.017867,1.804109,1.313658,151.27317,1038.539,1002.82,970.668,934.6563,935.707,898.4258,60.0,60.0,60.0,1107.68,1072.156,198.6256,47.35243
113280.0,1.529586,1.884042,1.95638,1.66956,1.208406,150.9549,1107.68,1072.156,1038.539,1002.82,970.668,934.6563,60.0,60.0,60.0,1173.695,1137.879,197.8299,46.875
113340.0,1.572627,1.901403,1.974465,1.818576,1.323785,151.83733999999998,1173.695,1137.879,1107.68,1072.156,1038.539,1002.82,60.0,60.0,60.0,1241.371,1205.359,198.64,46.80266
113460.0,1.707538,2.034867,2.139395,1.987486,1.513672,150.20258,1241.371,1205.359,1173.695,1137.879,1107.68,1072.156,120.0,60.0,60.0,1344.398,1309.754,199.5226,49.32002
113520.0,1.690538,2.033058,2.140119,1.77879,1.310402,149.30553,1344.398,1309.754,1241.371,1205.359,1173.695,1137.879,60.0,120.0,60.0,1412.172,1377.137,197.2656,47.96007
113580.0,1.744068,2.042101,2.156395,1.773727,1.480035,149.47915,1412.172,1377.137,1344.398,1309.754,1241.371,1205.359,60.0,60.0,120.0,1482.094,1446.863,196.0648,46.58565
113640.0,1.769748,2.203776,2.274306,1.834129,1.413122,133.9844,1482.094,1446.863,1412.172,1377.137,1344.398,1309.754,60.0,60.0,60.0,1543.91,1510.34,183.4057,49.4213
113700.0,1.651114,1.948061,2.024378,1.691985,1.455078,134.93919999999997,1543.91,1510.34,1482.094,1446.863,1412.172,1377.137,60.0,60.0,60.0,1608.266,1575.574,188.5561,53.6169
113760.0,1.655816,2.29022,2.243562,1.909361,1.452185,144.60358,1608.266,1575.574,1543.91,1510.34,1482.094,1446.863,60.0,60.0,60.0,1675.453,1642.762,198.4375,53.83392
113880.0,1.668475,2.025101,2.222222,2.06127,1.370443,156.61165,1675.453,1642.762,1608.266,1575.574,1543.91,1510.34,120.0,60.0,60.0,1725.551,1693.543,205.8738,49.26215
113940.0,1.758898,2.1318,2.017867,1.816045,1.458333,158.83965999999998,1725.551,1693.543,1675.453,1642.762,1608.266,1575.574,60.0,120.0,60.0,1793.91,1761.609,208.4201,49.58044
114000.0,1.646774,2.007017,2.211371,1.967592,1.465567,160.74939,1793.91,1761.609,1725.551,1693.543,1675.453,1642.762,60.0,60.0,120.0,1859.633,1827.039,208.7384,47.98901
114060.0,1.71875,2.137949,2.271774,1.814236,1.429398,167.93982,1859.633,1827.039,1793.91,1761.609,1725.551,1693.543,60.0,60.0,60.0,1924.086,1891.492,215.5382,47.59838
114120.0,1.642433,2.044271,2.231988,1.831597,1.392867,167.95431000000002,1924.086,1891.492,1859.633,1827.039,1793.91,1761.609,60.0,60.0,60.0,1995.473,1962.293,214.6123,46.65799
114180.0,1.58601,1.914063,2.068504,1.736473,1.35489,132.98606,1995.473,1962.293,1924.086,1891.492,1859.633,1827.039,60.0,60.0,60.0,2037.66,2005.848,185.1128,52.12674
118020.0,1.414931,1.759259,1.923466,1.656539,1.149089,170.05211,755.6289,722.2539,685.9023,653.4063,620.375,588.6602,60.0,60.0,60.0,822.9141,789.2462,216.2182,46.16609
118080.0,1.48763,1.8023,1.928892,1.750217,1.248191,173.75583,822.9141,789.2462,755.6289,722.2539,685.9023,653.4063,60.0,60.0,60.0,892.6406,858.6797,219.1696,45.41377
118140.0,1.547309,1.864873,2.042101,1.643518,1.151259,169.41552000000001,892.6406,858.6797,822.9141,789.2462,755.6289,722.2539,60.0,60.0,60.0,958.6563,924.793,215.8999,46.48438
118200.0,1.618924,1.946253,2.064164,1.809534,1.312934,166.57989999999998,958.6563,924.793,892.6406,858.6797,822.9141,789.2462,60.0,60.0,60.0,993.5195,960.5352,214.974,48.3941
118260.0,1.507523,1.867043,2.034143,1.664497,1.195747,167.52029,993.5195,960.5352,958.6563,924.793,892.6406,858.6797,60.0,60.0,60.0,1051.137,1018.445,213.9902,46.46991
118320.0,1.532118,1.873915,1.97338,1.701389,1.272063,164.39524999999998,1051.137,1018.445,993.5195,960.5352,958.6563,924.793,60.0,60.0,60.0,1115.883,1082.605,210.4022,46.00695
118380.0,1.616392,1.964699,2.037399,1.688368,1.274233,167.25982,1115.883,1082.605,1051.137,1018.445,993.5195,960.5352,60.0,60.0,60.0,1181.215,1147.547,213.7442,46.48438
118440.0,1.531395,1.851852,1.918764,1.620732,1.311849,162.19617,1181.215,1147.547,1115.883,1082.605,1051.137,1018.445,60.0,60.0,60.0,1245.668,1211.512,207.9861,45.78993
118500.0,1.503183,2.008464,2.040654,1.599754,1.238426,163.6574,1245.668,1211.512,1181.215,1147.547,1115.883,1082.605,60.0,60.0,60.0,1313.148,1278.895,208.3478,44.6904
118560.0,1.557436,1.87717,2.017506,1.695602,1.365379,160.21412999999998,1313.148,1278.895,1245.668,1211.512,1181.215,1147.547,60.0,60.0,60.0,1353.969,1320.105,212.4132,52.19907
118620.0,1.501736,1.97555,2.055121,1.721643,1.257957,162.84727,1353.969,1320.105,1313.148,1278.895,1245.668,1211.512,60.0,60.0,60.0,1416.859,1382.605,212.3409,49.49363
118680.0,1.527054,1.809173,1.906829,1.793258,1.351273,179.58622,1416.859,1382.605,1353.969,1320.105,1313.148,1278.895,60.0,60.0,60.0,1484.047,1448.523,223.4809,43.89468
118740.0,1.447844,1.777344,1.905744,1.595052,1.199363,171.15163,1484.047,1448.523,1416.859,1382.605,1353.969,1320.105,60.0,60.0,60.0,1550.453,1515.32,215.0029,43.85127
118800.0,1.525246,1.885127,1.97555,1.745153,1.317636,178.68925000000002,1550.453,1515.32,1484.047,1448.523,1416.859,1382.605,60.0,60.0,60.0,1615.883,1580.555,222.5984,43.90915
118860.0,1.489077,1.801577,1.883681,1.528863,1.205874,166.18925000000002,1615.883,1580.555,1550.453,1515.32,1484.047,1448.523,60.0,60.0,60.0,1682.094,1646.766,210.1852,43.99595
